tier,age_days,staleness_days,type,language,slug,title,publishedAt,updatedAt,recovery_action
tier3-audit,573,2,compositePage,de,ai-poster-creator,[DE] AI Poster Creator — Design Professional Posters | Lovart,2024-12-18,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,573,2,compositePage,fr,ai-poster-creator,[FR] AI Poster Creator — Design Professional Posters | Lovart,2024-12-18,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,573,2,compositePage,it,ai-poster-creator,[IT] AI Poster Creator — Design Professional Posters | Lovart,2024-12-18,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,573,2,compositePage,ko,ai-poster-creator,[KO] AI Poster Creator — Design Professional Posters | Lovart,2024-12-18,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,573,2,compositePage,ru,ai-poster-creator,[RU] AI Poster Creator — Design Professional Posters | Lovart,2024-12-18,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,371,2,compositePage,fr,ai-presentation-maker,[FR] AI Presentation Maker — Create Stunning Slide Decks Instantly | Lovart,2025-07-08,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,371,2,compositePage,ja,ai-presentation-maker,[JA] AI Presentation Maker — Create Stunning Slide Decks Instantly | Lovart,2025-07-08,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,371,2,compositePage,ko,ai-presentation-maker,[KO] AI Presentation Maker — Create Stunning Slide Decks Instantly | Lovart,2025-07-08,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,371,2,compositePage,pt,ai-presentation-maker,[PT] AI Presentation Maker — Create Stunning Slide Decks Instantly | Lovart,2025-07-08,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,413,2,compositePage,en,ai-real-estate-flyer,AI Real Estate Flyer Maker — Property Listing Flyers | Lovart,2025-05-27,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,576,2,compositePage,en,ai-restaurant-menu,AI Restaurant Menu Maker — Design Professional Menus | Lovart,2024-12-15,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,390,2,compositePage,en,ai-resume-builder,Free AI Resume Builder — Create Professional Resumes | Lovart,2025-06-19,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,578,2,compositePage,en,ai-stock-image-free,Free AI Stock Images — Royalty-Free Generated Photos | Lovart,2024-12-13,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,383,2,compositePage,en,ai-stock-photo-creator,AI Stock Photo Creator — Original Royalty-Free Images | Lovart,2025-06-26,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,396,2,compositePage,de,photorealism-ai,[DE] AI Photorealism — Ultra-Realistic Image Generation | Lovart,2025-06-13,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,396,2,compositePage,fr,photorealism-ai,[FR] AI Photorealism — Ultra-Realistic Image Generation | Lovart,2025-06-13,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,396,2,compositePage,ru,photorealism-ai,[RU] AI Photorealism — Ultra-Realistic Image Generation | Lovart,2025-06-13,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,396,2,compositePage,zh-TW,photorealism-ai,[ZH-TW] AI Photorealism — Ultra-Realistic Image Generation | Lovart,2025-06-13,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,600,2,compositePage,ko,professional-results-ai,[KO] Professional Results with AI — Designer-Quality Output | Lovart,2024-11-21,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,600,2,compositePage,pt,professional-results-ai,[PT] Professional Results with AI — Designer-Quality Output | Lovart,2024-11-21,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,600,2,compositePage,ru,professional-results-ai,[RU] Professional Results with AI — Designer-Quality Output | Lovart,2024-11-21,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,600,2,compositePage,zh-TW,professional-results-ai,[ZH-TW] Professional Results with AI — Designer-Quality Output | Lovart,2024-11-21,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,417,2,compositePage,de,sdxl-alternative,[DE] SDXL Alternative — Next-Gen AI Image Generation | Lovart,2025-05-23,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,417,2,compositePage,fr,sdxl-alternative,[FR] SDXL Alternative — Next-Gen AI Image Generation | Lovart,2025-05-23,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,417,2,compositePage,it,sdxl-alternative,[IT] SDXL Alternative — Next-Gen AI Image Generation | Lovart,2025-05-23,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,417,2,compositePage,ko,sdxl-alternative,[KO] SDXL Alternative — Next-Gen AI Image Generation | Lovart,2025-05-23,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,417,2,compositePage,ru,sdxl-alternative,[RU] SDXL Alternative — Next-Gen AI Image Generation | Lovart,2025-05-23,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,562,2,compositePage,en,veo3.1,Veo 3.1 AI Video Generator | Realistic Motion Video Creation | Lovart,2024-12-29,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,562,6,compositePage,it,veo3.1,Generatore video AI Veo 3.1 | Creazione di video in movimento realistici | Lovart,2024-12-29,2026-07-08,"C.已维护: 保留, 监控"
tier3-audit,562,6,compositePage,ja,veo3.1,Veo 3.1 AI ビデオ ジェネレーター |リアルなモーションビデオの作成 |ロヴァート,2024-12-29,2026-07-08,"C.已维护: 保留, 监控"
tier3-audit,562,6,compositePage,ko,veo3.1,Veo 3.1 AI 비디오 생성기 | 실감나는 모션 비디오 제작 | 로바트,2024-12-29,2026-07-08,"C.已维护: 保留, 监控"
tier3-audit,562,6,compositePage,pt,veo3.1,Gerador de vídeo AI Veo 3.1 | Criação de vídeo em movimento realista | Lovart,2024-12-29,2026-07-08,"C.已维护: 保留, 监控"
tier3-audit,562,6,compositePage,ru,veo3.1,Veo 3.1 AI-видеогенератор | Создание реалистичного видео | Ловарт,2024-12-29,2026-07-08,"C.已维护: 保留, 监控"
tier3-audit,562,2,compositePage,zh,veo3.1,Veo 3.1 AI 视频生成器 |逼真的动态视频创作 |洛瓦特,2024-12-29,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,562,2,compositePage,zh-TW,veo3.1,Veo 3.1 AI 影片產生器 |逼真的動態影片創作 |洛瓦特,2024-12-29,2026-07-12,"C.已维护: 保留, 监控"
tier3-audit,390,13,blog,it,ai-brand-kit-generator-indie-brands-it,Ai Brand Kit Generator Marche indipendenti,2025-06-20,2026-07-01,"C.已维护: 保留, 监控"
tier3-audit,390,8,blog,it,ai-characters-youtube-thumbnails-it,Progettazione dei caratteri AI per le miniature di YouTube: guida all'ottimizzazione della percentua,2025-06-20,2026-07-06,"C.已维护: 保留, 监控"
