issue_type,language,slug,_id,title,createdAt,seoTitle,url,action
twin-multilang,en,ai-picture-generator,3UegeIr7AncH8xyeTeKeTF,AI Picture Generator: Create Original Images from Text | Lovart,2026-07-12,AI Picture Generator: Create Original Images from Text | Lovart,/.../ai-picture-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,image-to-video,3a6e478d-6305-4ae5-8810-3b40d8217451,Image to Video AI | Turn Photos into Animated Videos | Lovart,2026-07-12,Image to Video AI | Turn Photos into Animated Videos | Lovart,/.../image-to-video,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-image-generator-for-social-media,3aa93b8f-e197-44bf-ac11-a9414116a85c,AI Image Generator For Social Media: Professional image generator for social med,2026-07-12,AI Image Generator For Social Media: Professional image... | Lovart,/.../ai-image-generator-for-social-media,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-video-to-gif,3bcd4a72-1322-47de-ba8c-d567adf35e94,AI Video to Gif: Professional video to gif with AI | Lovart,2026-07-12,AI Video to Gif: Professional video to gif with AI | Lovart,/.../ai-video-to-gif,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-design-agent,ai-design-agent-de,KI-Design-Agent: Autonomes Branding & kreativer Workflow | Lovart,2026-05-22,KI-Design-Agent: Autonomes Branding & kreativer Workflow | Lovart,/.../ai-design-agent,CHECK: 10 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-logo-generator-landing-agent-workflow,7lkXZLdh1pbHZ59ujeY3tr,Ai Logo Generator Landing Agent Workflow | Lovart,2026-07-12,Ai Logo Generator Landing Agent Workflow | Lovart,/.../ai-logo-generator-landing-agent-workflow,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,brand-video-landing-agent-workflow,7lkXZLdh1pbHZ59ujeYLeZ,Brand Video Landing Agent Workflow | Lovart,2026-07-12,Brand Video Landing Agent Workflow | Lovart,/.../brand-video-landing-agent-workflow,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,marketing-video-ai-landing-agent-workflow,7lkXZLdh1pbHZ59ujeYOmd,Marketing Video Ai Landing Agent Workflow | Lovart,2026-07-12,Marketing Video Ai Landing Agent Workflow | Lovart,/.../marketing-video-ai-landing-agent-workflow,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-design-generator-landing-agent-workflow,7lkXZLdh1pbHZ59ujeYWDX,Ai Design Generator Landing Agent Workflow | Lovart,2026-07-12,Ai Design Generator Landing Agent Workflow | Lovart,/.../ai-design-generator-landing-agent-workflow,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,hailuo-2-3-ai-video-generator,87dfcbaa-1526-4595-81ce-abe660c0e9b8-de,Hailuo 2.3 AI-Videogenerator | Realistisches Bewegungsvideo | Lovart,2026-06-03,Hailuo 2.3 AI-Videogenerator | Realistisches Bewegungsvideo | Lovart,/.../hailuo-2-3-ai-video-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-banner-landing-agent-workflow,Ip5hch9IxGqVzC92pw1tVu,Ai Banner Landing Agent Workflow | Lovart,2026-07-12,Ai Banner Landing Agent Workflow | Lovart,/.../ai-banner-landing-agent-workflow,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,ja,ai-face-swap,tools-ai-face-swap-ja,AI顔交換 |写真内の顔をシームレスに交換 |ロヴァート,2026-05-22,AI AI Face Swap — プロフェッショナルなデザインを瞬時に作成 | Lovart,/.../ai-face-swap,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-ad-thumbnail-generator,ai-ad-thumbnail-generator-de,ad thumbnail 生成器 | Lovart,2026-05-22,ad thumbnail 生成器 | Lovart,/.../ai-ad-thumbnail-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-affiliate-ads-generator,ai-affiliate-ads-generator-en,AI Affiliate Ad Generator: Create High-CTR Ads Instantly | Lovart,2026-07-12,AI Affiliate Ad Generator: Create High-CTR Ads Instantly | Lovart,/.../ai-affiliate-ads-generator,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,fr,ai-avatar-streaming-seedance,features-ai-avatar-streaming-seedance-fr,Streaming IA 24/7 & Clips Auto | Lovart,2026-05-22,Streaming IA 24/7 & Clips Auto | Lovart,/.../ai-avatar-streaming-seedance,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-background-swap-no-masking,ai-background-swap-no-masking-de,Sofortiger KI-Hintergrundtausch: Kein Maskieren nötig,2026-05-22,Sofortiger KI-Hintergrundtausch: Kein Maskieren nötig,/.../ai-background-swap-no-masking,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-bakery-menu-maker,ai-bakery-menu-maker-de,KI-Bäckerei-Menü-Design: Erstelle Speisekarten & Preise | Lovart,2026-05-22,KI-Bäckerei-Menü-Design: Erstelle Speisekarten & Preise | Lovart,/.../ai-bakery-menu-maker,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-brochure-design-tool,ai-brochure-design-tool-de,company 宣传册 设计 | Lovart,2026-07-12,company 宣传册 设计 | Lovart,/.../ai-brochure-design-tool,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-carousel-generator,ai-carousel-generator-de,KI-Karussell-Generator: Erstelle nahtlose Social-Media-Slides – Lovart,2026-05-22,KI-Karussell-Generator: Erstelle nahtlose Social-Media-Slides – Lovart,/.../ai-carousel-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-company-logo-maker,ai-company-logo-maker-en,Create Your Company Logo with AI in Minutes | Lovart,2026-07-12,Create Your Company Logo with AI in Minutes | Lovart,/.../ai-company-logo-maker,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-coupon-ad-generator,ai-coupon-ad-generator-de,KI-Coupon-Anzeigengenerator: Erstelle Rabatt-Anzeigen & Gutscheine | Lovart,2026-05-22,KI-Coupon-Anzeigengenerator: Erstelle Rabatt-Anzeigen & Gutscheine | Lovart,/.../ai-coupon-ad-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-design-for-fitness-wellness-hub,ai-design-for-fitness-wellness-hub-en,AI Design Solution for Fitness & Wellness,2026-07-12,AI Design Solution for Fitness & Wellness | Lovart,/.../ai-design-for-fitness-wellness-hub,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-design-marketing-agency,ai-design-marketing-agency-de,Deine KI-Design- & Marketing-Agentur: Kampagnen sofort automatisieren,2026-05-22,Deine KI-Design- & Marketing-Agentur: Kampagnen sofort automatisieren,/.../ai-design-marketing-agency,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-design-solution-for-creators,ai-design-solution-for-creators-en,AI Design Solution for Creators,2026-07-12,AI Design Solution for Creators | Lovart,/.../ai-design-solution-for-creators,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-design-solution-for-marketing-teams,ai-design-solution-for-marketing-teams-en,AI Design Solution for Marketing Teams,2026-07-12,AI Design Solution for Marketing Teams | Lovart,/.../ai-design-solution-for-marketing-teams,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-design-solution-for-saas,ai-design-solution-for-saas-en,AI Design Solution for B2B SaaS,2026-07-12,AI Design Solution for B2B SaaS | Lovart,/.../ai-design-solution-for-saas,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-facebook-ad-creative-generator,ai-facebook-ad-creative-generator-de,Ai Facebook Ad Creative Generator | Lovart,2026-05-22,Ai Facebook Ad Creative Generator | Lovart,/.../ai-facebook-ad-creative-generator,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-facebook-poster-generator,ai-facebook-poster-generator-en,Ai Facebook Poster Generator | Lovart,2026-07-12,Ai Facebook Poster Generator | Lovart,/.../ai-facebook-poster-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-giveaway-poster-generator,ai-giveaway-poster-generator-de,KI-Gewinnspiel-Poster: Virale Grafiken erstellen - Lovart,2026-05-22,KI-Gewinnspiel-Poster: Virale Grafiken erstellen - Lovart,/.../ai-giveaway-poster-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-google-ads-banner-generator,ai-google-ads-banner-generator-de,google ads 横幅 生成器 | Lovart,2026-07-12,google ads 横幅 生成器 | Lovart,/.../ai-google-ads-banner-generator,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-illustration-generator-vector-nano-banana,ai-illustration-generator-vector-nano-banana-de,illustration projects | Lovart,2026-07-12,illustration projects | Lovart,/.../ai-illustration-generator-vector-nano-banana,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-instagram-feed-planner,ai-instagram-feed-planner-de,KI-Instagram-Feed-Generator: Plane & gestalte einheitliche Grids | Lovart,2026-05-22,KI-Instagram-Feed-Generator: Plane & gestalte einheitliche Grids | Lovart,/.../ai-instagram-feed-planner,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-instagram-post-generator,ai-instagram-post-generator-de,twitter x post 生成器 | Lovart,2026-07-12,twitter x post 生成器 | Lovart,/.../ai-instagram-post-generator,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-instagram-post-maker,ai-instagram-post-maker-de,instagram post 制作 | Lovart,2026-07-12,instagram post 制作 | Lovart,/.../ai-instagram-post-maker,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-instagram-story-layout-generator,ai-instagram-story-layout-generator-de,KI-Instagram-Story-Generator: Ästhetische Layouts in Sekunden | Lovart,2026-05-22,KI-Instagram-Story-Generator: Ästhetische Layouts in Sekunden | Lovart,/.../ai-instagram-story-layout-generator,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-linkedin-infographic-generator-b2b,ai-linkedin-infographic-generator-b2b-de,linkedin 横幅 设计 生成器 | Lovart,2026-07-12,linkedin 横幅 设计 生成器 | Lovart,/.../ai-linkedin-infographic-generator-b2b,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-logo-maker-brand-agent,ai-logo-maker-brand-agent-de,标志 制作 品牌 代理 | Lovart,2026-07-12,标志 制作 品牌 代理 | Lovart,/.../ai-logo-maker-brand-agent,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-meta-ads-generator,ai-meta-ads-generator-de,KI-Meta-Anzeigengenerator: Erstelle hochkonvertierende Facebook- & Instagram-Cre,2026-05-22,KI-Meta-Anzeigengenerator: Erstelle hochkonvertierende Facebook- & Instagram-Cre,/.../ai-meta-ads-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-mockup-generator,ai-mockup-generator-de,KI-Mockup-Generator: Erstelle fotorealistische Produktszenen | Lovart,2026-05-22,KI-Mockup-Generator: Erstelle fotorealistische Produktszenen | Lovart,/.../ai-mockup-generator,CHECK: 10 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-paid-social-ad-generator,ai-paid-social-ad-generator-de,KI-Anzeigengenerator für Social Ads mit hoher CTR | Lovart,2026-05-22,KI-Anzeigengenerator für Social Ads mit hoher CTR | Lovart,/.../ai-paid-social-ad-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-pinterest-pin-maker,ai-pinterest-pin-maker-de,KI-Pinterest-Pin-Generator: Erstelle virale Pins sofort | Lovart,2026-05-22,KI-Pinterest-Pin-Generator: Erstelle virale Pins sofort | Lovart,/.../ai-pinterest-pin-maker,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-poster-design-agent-nano-banana,ai-poster-design-agent-nano-banana-en,AI Poster Generator: Design Professional Posters with Lovart Agent,2026-07-12,AI Poster Generator: Design Professional Posters with L... | Lovart,/.../ai-poster-design-agent-nano-banana,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-poster-generator-illustration-optimization,ai-poster-generator-illustration-optimization-de,facebook 海报 生成器 | Lovart,2026-07-12,facebook 海报 生成器 | Lovart,/.../ai-poster-generator-illustration-optimization,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-presentation-slides-generator,ai-presentation-slides-generator-de,KI-Präsentationsfolien-Generator: Pitch Decks erstellen | Lovart,2026-05-22,KI-Präsentationsfolien-Generator: Pitch Decks erstellen | Lovart,/.../ai-presentation-slides-generator,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-product-image-generator,ai-product-image-generator-de,KI-Google-Shopping-Feed-Bildgenerator: Erstelle konforme Produktfotos | Lovart,2026-05-22,KI-Google-Shopping-Feed-Bildgenerator: Erstelle konforme Produktfotos | Lovart,/.../ai-product-image-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-product-video-seedance,ai-product-video-seedance-de,Verwandle Produktfotos mit Seedance 2.0 in 4K-KI-Videos | Lovart,2026-05-22,Verwandle Produktfotos mit Seedance 2.0 in 4K-KI-Videos | Lovart,/.../ai-product-video-seedance,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-promotion-landing-page-generator,ai-promotion-landing-page-generator-de,KI-Promotion-Seiten-Builder | Erstelle verkaufsstarke Sites - Lovart,2026-05-22,KI-Promotion-Seiten-Builder | Erstelle verkaufsstarke Sites - Lovart,/.../ai-promotion-landing-page-generator,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-retargeting-ad-generator,ai-retargeting-ad-generator-de,KI-Retargeting-Anzeigen: Verkäufe mit dynamischen Creatives zurückgewinnen | Lov,2026-05-22,KI-Retargeting-Anzeigen: Verkäufe mit dynamischen Creatives zurückgewinnen | Lov,/.../ai-retargeting-ad-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-short-video-generator,ai-short-video-generator-de,KI-Kurzvideo-Generator: Virale Shorts & Reels | Lovart,2026-05-22,KI-Kurzvideo-Generator: Virale Shorts & Reels | Lovart,/.../ai-short-video-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-social-media-content-generator,ai-social-media-content-generator-de,social media content 生成器 | Lovart,2026-07-12,social media content 生成器 | Lovart,/.../ai-social-media-content-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-social-media-post-maker,ai-social-media-post-maker-de,KI-Social-Media-Post-Ersteller: Virale Inhalte & Anzeigen | Lovart,2026-05-22,KI-Social-Media-Post-Ersteller: Virale Inhalte & Anzeigen | Lovart,/.../ai-social-media-post-maker,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-subscribe-ad-generator,ai-subscribe-ad-generator-de,KI-Abo-Anzeigengenerator: Designe Pop-ups & Banner | Lovart,2026-05-22,KI-Abo-Anzeigengenerator: Designe Pop-ups & Banner | Lovart,/.../ai-subscribe-ad-generator,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-subscription-fatigue-utility,ai-subscription-fatigue-utility-de,Warum Kreative KI-Abos für Lovarts Design-Agent kündigen,2026-05-22,Warum Kreative KI-Abos für Lovarts Design-Agent kündigen,/.../ai-subscription-fatigue-utility,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-tiktok-thumbnail-maker,ai-tiktok-thumbnail-maker-en,AI TikTok Thumbnail Maker: Create Viral Covers with High CTR | Lovart,2026-07-12,AI TikTok Thumbnail Maker: Create Viral Covers with High CTR | Lovart,/.../ai-tiktok-thumbnail-maker,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-twitter-x-post-generator,ai-twitter-x-post-generator-de,KI-Twitter-Poster | Virale X-Grafiken & Memes – Lovart,2026-05-22,KI-Twitter-Poster | Virale X-Grafiken & Memes – Lovart,/.../ai-twitter-x-post-generator,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-video-background-remover,ai-video-background-remover-de,Bester KI-Video-Hintergrundentferner: Hintergründe sofort ändern | Lovart,2026-05-22,Bester KI-Video-Hintergrundentferner: Hintergründe sofort ändern | Lovart,/.../ai-video-background-remover,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-video-enhancer-remaster-veo3,ai-video-enhancer-remaster-veo3-de,KI-Video-Remastering: Upscaling & Stiltransfer mit Veo 3 | Lovart,2026-05-22,KI-Video-Remastering: Upscaling & Stiltransfer mit Veo 3 | Lovart,/.../ai-video-enhancer-remaster-veo3,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,fr,ai-video-generator,features-ai-video-generator-fr,"Créez des vidéos IA avec Sora 2, Veo 3 & Kling | Lovart",2026-05-22,"Créez des vidéos IA avec Sora 2, Veo 3 & Kling | Lovart",/.../ai-video-generator,CHECK: 10 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-video-generator-no-templates,ai-video-generator-no-templates-de,KI-Videogenerator: Erstelle eigene Videos aus Text | Lovart,2026-05-22,KI-Videogenerator: Erstelle eigene Videos aus Text | Lovart,/.../ai-video-generator-no-templates,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-video-generator-text-to-video,ai-video-generator-text-to-video-de,Kostenloser KI-Videogenerator: Erstelle Kinofilme aus Text & Bild | Lovart,2026-05-22,Kostenloser KI-Videogenerator: Erstelle Kinofilme aus Text & Bild | Lovart,/.../ai-video-generator-text-to-video,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-video-generator-tools,ai-video-generator-tools-de,"KI-Videogenerator: Erstelle mit Sora 2, Veo 3 & Kling | Lovart",2026-05-22,"KI-Videogenerator: Erstelle mit Sora 2, Veo 3 & Kling | Lovart",/.../ai-video-generator-tools,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-video-generator-workflow-by-lovart,ai-video-generator-workflow-by-lovart-de,Meistere den ultimativen KI-Video-Workflow: Vom Skript zum Bildschirm,2026-05-22,Meistere den ultimativen KI-Video-Workflow: Vom Skript zum Bildschirm,/.../ai-video-generator-workflow-by-lovart,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-video-generator-workflow,ai-video-generator-workflow-en,"AI Video Generator: Create Cinematic Videos with Sora 2, Veo 3 & Kling | Lovart",2026-07-12,"AI Video Generator — Sora 2, Veo 3 & Kling | Lovart",/.../ai-video-generator-workflow,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-video-prompt-generator-veo-sora,ai-video-prompt-generator-veo-sora-de,视频 prompt 生成器 veo sora | Lovart,2026-07-12,视频 prompt 生成器 veo sora | Lovart,/.../ai-video-prompt-generator-veo-sora,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,ai-youtube-banner-maker,ai-youtube-banner-maker-de,设计 viral youtube thumbnails | Lovart,2026-07-12,设计 viral youtube thumbnails | Lovart,/.../ai-youtube-banner-maker,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,ja,album-cover-design,features-album-cover-design-ja,ミュージシャン向けAIアルバムデザイン,2026-05-22,ミュージシャン向けAIアルバムデザイン,/.../album-cover-design,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,all-in-one-ai-models,all-in-one-ai-models-de,"All-in-One-KI-Studio: Zugriff auf Flux, Veo 3, Kling & Nano Banana | Lovart",2026-05-22,"All-in-One-KI-Studio: Zugriff auf Flux, Veo 3, Kling & Nano Banana | Lovart",/.../all-in-one-ai-models,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,amazon-listing-design-optimization,amazon-listing-design-optimization-de,KI-Design für Amazon: Bilder & Listings optimieren,2026-05-22,KI-Design für Amazon: Bilder & Listings optimieren,/.../amazon-listing-design-optimization,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,amazon-listing-image-generator,amazon-listing-image-generator-de,Bester KI-Amazon-Listing-Bildgenerator,2026-05-22,Bester KI-Amazon-Listing-Bildgenerator,/.../amazon-listing-image-generator,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,anniversary-card-design,anniversary-card-design-de,KI-Jubiläumskarten-Generator für Paare & Familien,2026-05-22,KI-Jubiläumskarten-Generator für Paare & Familien,/.../anniversary-card-design,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,ja,baby-shower-invitation-design,features-baby-shower-invitation-design-ja,プロが作る簡単ベビーシャワー招待状,2026-05-22,プロが作る簡単ベビーシャワー招待状,/.../baby-shower-invitation-design,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,bakery-menu-design,bakery-menu-design-de,"Bäckerei-Menü-Design, das Kunden nach deinen Backwaren verlangen lässt | Lovart ",2026-05-22,"Bäckerei-Menü-Design, das Kunden nach deinen Backwaren verlangen lässt | Lovart ",/.../bakery-menu-design,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,bar-menu-design,bar-menu-design-de,"Cocktailkarten-Design mit KI, das den Durchschnittsbon in Bars & Restaurants ste",2026-05-22,"Cocktailkarten-Design mit KI, das den Durchschnittsbon in Bars & Restaurants ste",/.../bar-menu-design,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,best-ai-image-generator-2026,best-ai-image-generator-2026-de,"Bester KI-Bildgenerator 2026: Nano Banana, Flux & mehr | Lovart",2026-05-22,"Bester KI-Bildgenerator 2026: Nano Banana, Flux & mehr | Lovart",/.../best-ai-image-generator-2026,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,ja,birthday-invitation-design,features-birthday-invitation-design-ja,AIで作る心に残る誕生日招待状,2026-05-22,AIで作る心に残る誕生日招待状,/.../birthday-invitation-design,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,blog-post-to-instagram-ai-repurposing,blog-post-to-instagram-ai-repurposing-de,Blogbeiträge in Sekunden zu Instagram-Karussells umwandeln | Lovart KI,2026-05-22,Blogbeiträge in Sekunden zu Instagram-Karussells umwandeln | Lovart KI,/.../blog-post-to-instagram-ai-repurposing,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,book-cover-design,book-cover-design-de,KI-Buchcover-Generator | Lovart Design für Print & E-Book,2026-05-22,KI-Buchcover-Generator | Lovart Design für Print & E-Book,/.../book-cover-design,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,brand-hashtag-visual-generator,brand-hashtag-visual-generator-en,AI Brand Hashtag Visual Generator: Create Viral Social Cards | Lovart,2026-07-12,AI Brand Hashtag Visual Generator: Create Viral Social Cards | Lovart,/.../brand-hashtag-visual-generator,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,cafe-menu-design,cafe-menu-design-en,Professional Cafe Menu Design for Coffee Shops & Bakeries | Custom Beverage Menu,2026-07-12,AI Cafe Menu Design for Coffee Shops | Lovart,/.../cafe-menu-design,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,ja,catering-menu-design,features-catering-menu-design-ja,イベント予約増加のための特注メニュー設計,2026-05-22,イベント予約増加のための特注メニュー設計,/.../catering-menu-design,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,certificate-design,certificate-design-en,Create Professional Award Certificates in Minutes | AI Certificate Design for Or,2026-07-12,AI Certificate Maker — Award Certificates | Lovart,/.../certificate-design,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,change-video-background,change-video-background-de,Hintergrund mit KI ändern | Szenenwechsel | Lovart,2026-05-22,Hintergrund mit KI ändern | Szenenwechsel | Lovart,/.../change-video-background,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,ja,chef-business-card-design,features-chef-business-card-design-ja,料理人の個性を引き出す名刺デザイン,2026-05-22,料理人の個性を引き出す名刺デザイン,/.../chef-business-card-design,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,classroom-poster-design,classroom-poster-design-de,KI-Poster-Gestalter für Lehrer | Mehr Lernspaß – Lovart,2026-05-22,KI-Poster-Gestalter für Lehrer | Mehr Lernspaß – Lovart,/.../classroom-poster-design,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,company-brochure-design,company-brochure-design-de,company 宣传册 设计 | Lovart,2026-07-12,company 宣传册 设计 | Lovart,/.../company-brochure-design,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,brochure-design,composite-brochure-design-en,Professional Brochure Design Made Simple — AI Brochure Maker by Lovart,2026-07-12,Professional Brochure Design Made Simple — AI Brochure ... | Lovart,/.../brochure-design,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
